fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.3,0.45,0.17,8.1,0.074,10.0,173.0,0.9927,3.14,0.63,11.1,6
9.0,0.26,0.6,6.8,0.101,21.0,36.0,1.0012,3.55,0.4,11.5,5
7.7,0.37,0.32,4.2,0.042,14.0,81.0,0.9933,3.33,0.47,8.8,5
7.2,0.23,0.19,2.6,0.079,11.0,97.0,0.9936,3.12,0.41,11.7,5
6.9,0.26,0.07,2.8,0.077,17.0,139.0,0.9933,3.24,0.58,8.3,5
7.6,1.08,0.32,3.1,0.023,15.0,94.0,0.9957,3.41,0.55,8.9,5
8.1,0.53,0.27,2.3,0.063,41.0,239.0,0.9987,3.15,0.72,10.6,5
8.1,0.44,0.45,6.5,0.046,24.0,47.0,0.9912,3.2,0.6,13.7,7
6.7,0.26,0.29,0.7,0.069,26.0,173.0,0.9961,3.17,0.49,8.5,5
7.7,0.59,0.14,18.5,0.037,1.0,185.0,0.9957,3.42,0.58,10.6,6
8.0,0.48,0.58,8.2,0.01,49.0,144.0,0.9899,3.3,0.38,9.9,7
5.8,0.67,0.38,1.9,0.057,1.0,98.0,0.9988,3.13,0.46,10.9,5
7.4,0.66,0.27,0.6,0.085,32.0,115.0,0.9955,3.58,0.54,11.0,5
4.4,0.1,0.35,6.7,0.085,54.0,162.0,0.9969,3.08,0.77,9.3,6
8.0,0.13,0.4,7.2,0.01,58.0,25.0,0.9885,3.23,0.67,11.3,7
8.1,0.17,0.11,17.9,0.062,6.0,80.0,0.9991,3.43,0.57,11.5,6
8.1,0.21,0.34,1.6,0.08,27.0,85.0,1.0009,3.22,0.6,12.5,5
6.7,0.39,0.25,0.6,0.061,44.0,146.0,0.9942,3.19,0.71,10.3,6
7.5,0.27,0.39,13.3,0.086,23.0,177.0,0.9925,3.31,0.51,12.7,5
9.1,0.67,0.21,1.6,0.01,50.0,228.0,0.9874,3.26,0.67,9.8,6
9.1,0.64,0.23,6.9,0.016,1.0,10.0,0.9908,3.11,0.47,11.4,6
7.2,0.33,0.57,0.6,0.077,33.0,58.0,0.9972,3.35,0.58,9.4,6
7.3,0.68,0.5,7.7,0.044,38.0,96.0,0.9946,3.11,0.69,10.9,5
8.6,0.6,0.0,0.7,0.097,10.0,147.0,0.9901,3.02,0.68,8.0,5
5.3,0.26,0.5,6.4,0.067,45.0,159.0,0.9993,3.27,0.27,10.9,6
6.9,0.08,0.32,4.1,0.025,13.0,49.0,0.9927,3.1,0.58,13.2,7
8.9,0.33,0.21,16.8,0.023,59.0,137.0,0.9903,3.25,0.63,9.8,5
8.5,0.23,0.17,0.6,0.01,25.0,6.0,0.9948,3.3,0.46,11.8,6
7.5,0.43,0.16,1.9,0.08,27.0,132.0,0.9962,3.27,0.66,9.1,4
5.2,0.38,0.21,0.6,0.052,12.0,114.0,0.9907,3.74,0.37,12.3,5
7.2,0.34,0.15,11.4,0.088,24.0,110.0,0.9938,3.48,0.4,9.3,6
6.4,0.45,0.11,4.9,0.065,18.0,94.0,0.9993,3.33,0.22,10.3,5
7.6,0.17,0.16,4.1,0.06,35.0,111.0,0.9906,3.32,0.47,9.6,5
6.1,0.43,0.36,0.8,0.085,35.0,134.0,0.9958,3.38,0.22,11.4,5
5.9,0.26,0.33,3.6,0.053,29.0,210.0,0.9937,3.25,0.71,9.9,6
4.6,0.37,0.41,2.7,0.044,34.0,43.0,0.9963,3.23,0.82,10.2,6
8.6,0.55,0.29,2.0,0.056,10.0,100.0,0.9916,3.24,0.37,8.0,4
6.5,0.2,0.11,8.0,0.085,11.0,146.0,0.9954,3.17,0.48,10.2,4
7.3,0.32,0.39,0.6,0.023,51.0,112.0,0.9918,3.57,0.54,10.5,5
7.2,0.32,0.17,5.6,0.088,17.0,123.0,0.9887,3.09,0.4,10.1,6
5.6,0.34,0.39,9.4,0.058,34.0,83.0,0.9905,3.4,0.56,8.0,3
5.5,0.51,0.14,12.8,0.043,1.0,162.0,0.994,3.38,0.5,9.5,5
5.8,0.25,0.21,7.4,0.062,38.0,6.0,0.9954,3.36,0.32,10.8,5
6.4,0.22,0.28,1.8,0.097,52.0,60.0,0.9983,3.26,0.6,8.8,7
7.6,0.25,0.41,5.0,0.097,32.0,226.0,0.9958,3.11,0.6,8.0,5
6.2,0.51,0.35,0.8,0.07,34.0,46.0,0.9994,3.32,0.22,11.7,6
9.5,0.26,0.32,0.7,0.078,58.0,66.0,0.9941,3.32,0.53,10.5,6
8.4,0.47,0.58,5.5,0.058,35.0,71.0,0.9964,3.63,0.45,11.8,4
8.3,0.65,0.05,10.3,0.036,18.0,85.0,0.9918,3.35,0.57,10.2,6
7.1,0.32,0.17,0.6,0.072,23.0,115.0,0.9956,3.3,0.73,9.9,6
9.2,0.51,0.16,0.6,0.04,20.0,177.0,0.9936,3.25,0.71,8.2,6
7.3,0.51,0.09,4.5,0.02,49.0,143.0,0.9933,3.19,0.72,14.2,9
7.0,0.56,0.19,1.3,0.041,52.0,102.0,0.9949,3.29,0.53,10.0,4
7.6,0.3,0.43,5.1,0.01,50.0,215.0,0.9904,3.35,0.5,10.1,7
8.2,0.44,0.23,1.3,0.013,18.0,92.0,0.9957,3.13,0.22,9.6,6
8.1,0.13,0.27,0.7,0.127,32.0,119.0,0.9968,3.18,0.65,13.3,6
6.6,0.21,0.06,4.3,0.095,43.0,122.0,0.9926,3.11,0.68,10.7,6
6.4,0.27,0.19,10.7,0.048,9.0,164.0,0.9952,3.33,0.27,11.5,5
8.0,0.72,0.24,6.2,0.074,46.0,51.0,0.9985,3.43,0.59,10.7,5
8.2,0.2,0.42,9.2,0.023,46.0,58.0,0.997,2.82,0.69,12.2,6
6.6,0.23,0.06,1.7,0.079,41.0,169.0,0.9943,3.2,0.39,10.2,5
5.2,0.17,0.25,11.7,0.065,45.0,217.0,0.9959,3.54,0.65,10.6,6
6.9,0.45,0.47,2.6,0.031,29.0,95.0,0.9992,3.37,0.35,10.0,5
7.9,0.39,0.25,10.3,0.045,15.0,44.0,0.9955,3.31,0.45,11.7,5
9.5,0.54,0.0,3.4,0.042,51.0,48.0,0.9975,3.06,0.35,11.0,5
5.8,0.41,0.52,1.7,0.086,32.0,174.0,0.9971,3.39,0.66,13.0,7
6.6,0.14,0.42,1.6,0.053,21.0,20.0,0.995,3.24,0.64,10.1,5
6.7,0.21,0.45,4.5,0.01,33.0,119.0,0.9986,3.37,0.45,9.4,6
8.9,0.58,0.05,0.6,0.04,32.0,106.0,0.9917,3.61,0.33,11.1,5
7.2,0.3,0.55,14.4,0.029,22.0,78.0,0.996,3.04,0.93,10.9,6
6.1,0.52,0.21,1.7,0.01,40.0,67.0,0.993,3.48,0.54,9.8,6
8.1,0.28,0.26,2.2,0.029,65.0,155.0,0.9974,3.2,0.53,9.4,7
6.7,0.18,0.22,1.4,0.01,9.0,160.0,0.9946,3.45,0.41,11.0,6
5.6,0.29,0.46,0.6,0.023,9.0,182.0,0.9976,3.15,0.39,8.0,6
6.1,0.18,0.29,6.4,0.063,52.0,143.0,0.997,3.09,0.61,10.2,6
9.6,0.21,0.4,4.8,0.072,45.0,116.0,0.9934,3.37,0.59,12.1,7
7.6,0.4,0.32,9.0,0.074,60.0,125.0,0.9963,2.98,0.44,10.3,5
7.4,0.42,0.31,0.6,0.09,64.0,172.0,0.9961,3.13,0.66,9.1,6
6.9,0.08,0.18,14.3,0.098,44.0,19.0,0.9941,3.13,0.5,10.4,6
7.6,0.33,0.59,2.2,0.02,10.0,141.0,0.9973,3.14,0.63,10.2,6
7.6,0.24,0.1,13.2,0.01,37.0,83.0,0.9944,3.35,0.59,13.8,6
7.6,0.23,0.38,0.6,0.057,24.0,137.0,0.9924,3.33,0.51,13.2,6
7.4,0.36,0.38,7.4,0.075,39.0,57.0,0.9956,3.23,0.64,11.1,6
8.4,0.25,0.49,4.7,0.027,18.0,164.0,0.9961,3.12,0.7,11.2,6
7.4,0.53,0.54,2.4,0.065,41.0,149.0,0.987,3.22,0.69,9.7,7
6.1,0.49,0.31,0.6,0.12,44.0,76.0,1.0019,3.04,0.32,9.6,7
6.5,0.49,0.41,5.0,0.01,36.0,89.0,1.0032,3.04,0.71,10.8,7
4.6,0.29,0.58,0.6,0.056,38.0,84.0,0.9922,3.13,0.6,10.5,5
9.8,0.21,0.3,3.8,0.092,43.0,119.0,0.9965,3.01,0.61,10.7,5
8.5,0.32,0.17,5.0,0.049,18.0,230.0,0.9915,3.26,0.23,9.8,7
6.3,0.28,0.27,7.1,0.07,37.0,13.0,0.9897,3.34,0.32,11.5,7
7.0,0.21,0.14,25.6,0.088,30.0,134.0,0.9933,3.24,0.51,9.1,7
6.3,0.18,0.37,1.6,0.045,50.0,140.0,0.9905,3.06,0.25,9.7,5
9.2,0.33,0.48,2.1,0.019,45.0,86.0,0.9963,3.17,0.79,11.0,6
5.2,0.33,0.28,2.3,0.052,20.0,21.0,0.9973,3.39,0.38,8.0,4
7.3,0.47,0.07,7.1,0.018,43.0,104.0,1.0,3.43,0.34,9.2,5
7.2,0.41,0.49,14.5,0.037,56.0,47.0,0.9948,3.05,0.48,10.8,7
8.2,0.54,0.05,19.8,0.071,38.0,147.0,0.9973,3.31,0.49,10.1,5
7.1,0.13,0.09,15.7,0.062,25.0,38.0,0.9959,3.11,0.57,9.2,6
5.0,0.4,0.3,11.4,0.091,12.0,113.0,0.9956,3.43,0.22,9.1,6
6.9,0.22,0.36,25.4,0.064,1.0,72.0,0.9917,3.44,0.33,10.9,6
5.9,0.17,0.38,2.5,0.029,50.0,179.0,0.994,2.84,0.44,8.4,5
7.3,0.27,0.31,16.0,0.021,7.0,204.0,0.9936,3.09,0.62,9.8,6
8.8,0.6,0.56,7.7,0.078,11.0,95.0,0.9965,3.31,0.46,10.1,3
5.0,0.28,0.33,1.0,0.064,32.0,56.0,0.9884,2.88,0.56,10.2,6
6.0,0.65,0.46,0.6,0.049,35.0,210.0,0.9979,3.48,0.68,9.7,4
6.6,0.39,0.45,1.3,0.068,57.0,108.0,0.9939,3.3,0.53,11.8,7
6.7,0.27,0.13,8.1,0.031,37.0,133.0,0.9927,2.99,0.6,9.4,6
8.2,0.52,0.3,5.4,0.01,26.0,109.0,0.9957,3.4,0.52,9.6,6
7.1,0.38,0.65,1.4,0.092,26.0,104.0,0.9946,3.4,0.74,10.9,7
7.7,0.22,0.24,7.3,0.079,3.0,88.0,0.9952,3.33,0.62,9.4,5
6.5,0.6,0.23,0.8,0.053,57.0,9.0,0.9986,3.31,0.22,10.6,7
7.6,0.35,0.36,9.3,0.025,47.0,216.0,0.9893,3.37,0.6,9.8,7
8.2,0.34,0.25,8.5,0.049,35.0,127.0,0.9905,3.06,0.82,9.9,6
6.4,0.17,0.21,19.4,0.01,56.0,111.0,0.993,3.26,0.73,11.7,7
8.2,0.55,0.24,0.9,0.06,49.0,168.0,0.9989,3.1,0.45,9.4,5
7.2,0.45,0.53,12.8,0.01,40.0,84.0,0.9971,3.41,0.64,11.1,5
8.5,0.47,0.29,2.3,0.06,29.0,137.0,0.9943,3.23,0.39,11.3,5
6.9,0.28,0.11,2.9,0.031,31.0,72.0,0.9965,2.87,0.49,9.0,5
7.6,0.5,0.09,3.4,0.051,4.0,96.0,0.9972,2.98,0.41,11.2,5
7.3,0.45,0.66,5.3,0.016,50.0,149.0,0.9963,3.22,0.56,9.0,7
7.1,0.23,0.29,28.4,0.109,27.0,131.0,0.998,3.13,0.84,8.0,6
7.6,0.11,0.39,4.9,0.069,49.0,97.0,0.9952,3.14,0.28,11.9,6
7.8,0.46,0.2,14.1,0.032,43.0,157.0,0.9962,3.1,0.63,10.4,5
5.4,0.14,0.35,1.6,0.05,31.0,72.0,0.9962,3.09,0.41,9.7,4
9.1,0.36,0.54,2.7,0.112,45.0,64.0,0.9935,3.28,0.4,10.9,6
4.6,0.32,0.2,3.8,0.023,16.0,90.0,0.9943,3.34,0.58,8.6,4
6.3,0.53,0.39,2.1,0.017,4.0,103.0,0.9962,3.26,0.54,10.3,6
7.0,0.3,0.1,20.3,0.016,27.0,97.0,0.9918,3.33,0.57,11.3,5
8.0,0.45,0.65,7.0,0.032,39.0,92.0,0.9925,3.23,0.54,13.4,8
9.4,0.22,0.37,3.5,0.108,46.0,167.0,0.9939,2.97,0.52,10.9,7
4.8,0.49,0.26,7.5,0.036,32.0,201.0,0.9949,3.46,0.55,12.0,6
6.7,0.63,0.29,3.4,0.041,15.0,108.0,0.9946,3.45,0.53,10.0,7
4.4,0.19,0.24,0.6,0.063,53.0,149.0,0.9946,3.32,0.49,11.5,5
7.3,0.38,0.25,4.2,0.055,24.0,74.0,0.9951,3.02,0.54,10.5,6
7.6,0.77,0.0,5.3,0.09,37.0,110.0,0.994,2.98,0.46,10.6,6
9.3,0.35,0.31,21.5,0.085,40.0,142.0,0.9927,3.1,0.75,10.3,6
7.5,0.31,0.31,0.6,0.067,32.0,68.0,0.9948,3.56,0.3,9.5,7
8.6,0.46,0.4,3.9,0.048,1.0,158.0,0.9966,3.28,0.32,9.4,6
8.0,0.34,0.24,0.6,0.09,19.0,75.0,0.9973,3.22,0.77,10.9,6
6.5,0.12,0.19,0.9,0.028,38.0,173.0,0.9887,3.24,0.62,8.8,4
5.3,0.55,0.31,5.1,0.026,58.0,164.0,0.9917,3.16,0.33,10.9,5
7.6,0.08,0.08,1.4,0.042,43.0,179.0,0.9975,3.21,0.64,8.9,6
5.3,0.27,0.34,7.5,0.097,39.0,174.0,0.9939,3.24,0.42,9.3,6
8.8,0.56,0.03,3.9,0.027,1.0,225.0,0.9892,3.13,0.58,10.7,5
7.2,0.22,0.51,1.3,0.035,50.0,144.0,0.9984,3.03,0.55,12.0,8
8.9,0.19,0.43,3.7,0.062,47.0,34.0,0.9977,3.24,0.61,12.7,7
6.6,0.48,0.18,0.6,0.054,41.0,123.0,0.9912,3.1,0.56,10.0,6
7.6,0.2,0.42,10.7,0.043,35.0,90.0,0.9912,3.39,0.41,11.6,6
7.5,0.14,0.34,0.6,0.072,40.0,39.0,1.0036,3.3,0.46,10.1,6
7.1,0.41,0.16,0.6,0.039,52.0,188.0,0.9919,3.2,0.53,12.3,5
6.7,0.31,0.02,5.1,0.093,30.0,98.0,0.9984,3.11,0.32,9.4,6
7.7,0.14,0.37,19.6,0.064,37.0,31.0,0.9993,3.33,0.44,10.3,6
5.9,0.47,0.19,10.5,0.092,25.0,79.0,0.9903,3.34,0.49,9.2,5
5.7,0.41,0.49,1.6,0.028,31.0,244.0,0.992,3.15,0.53,11.4,6
8.9,0.28,0.32,1.2,0.051,33.0,193.0,0.9978,3.28,0.44,11.3,6
8.0,0.35,0.2,5.3,0.01,40.0,157.0,0.9906,3.08,0.62,11.8,4
7.2,0.44,0.58,9.3,0.103,21.0,151.0,0.9915,3.25,0.29,12.0,5
9.3,0.56,0.4,2.4,0.136,28.0,65.0,0.9941,3.09,0.52,10.1,5
7.0,0.26,0.0,3.1,0.046,37.0,60.0,0.9943,3.14,0.63,9.6,7
9.0,0.44,0.25,0.7,0.069,28.0,147.0,0.998,3.36,0.99,12.7,6
7.4,0.46,0.1,0.9,0.06,33.0,205.0,0.9964,3.41,0.32,11.1,5
5.9,0.48,0.2,4.5,0.011,10.0,58.0,0.9953,3.0,0.23,10.9,6
9.4,0.4,0.28,0.6,0.1,39.0,110.0,0.9943,3.2,0.66,9.2,4
8.6,0.16,0.38,1.2,0.046,20.0,129.0,0.9915,3.33,0.61,9.9,7
7.0,0.29,0.35,1.4,0.01,6.0,88.0,0.9983,3.05,0.57,10.5,5
8.2,0.39,0.48,3.2,0.031,36.0,106.0,0.9951,3.16,0.24,11.3,6
6.8,0.6,0.43,0.6,0.01,37.0,58.0,0.9967,3.31,0.51,12.2,7
8.2,0.29,0.4,3.7,0.06,38.0,133.0,0.9954,3.13,0.56,11.9,5
4.0,0.49,0.34,14.3,0.06,38.0,125.0,0.995,3.01,0.32,10.5,5
5.8,0.31,0.5,0.6,0.098,38.0,151.0,0.995,3.17,0.3,9.8,5
8.6,0.32,0.28,5.4,0.12,57.0,104.0,0.9947,3.19,0.44,13.2,7
6.7,0.64,0.26,9.8,0.123,44.0,156.0,0.9943,3.47,0.39,10.0,4
7.2,0.55,0.01,2.0,0.02,46.0,135.0,0.9929,3.6,0.6,8.0,3
5.4,0.17,0.47,0.8,0.078,40.0,185.0,0.9963,3.27,0.44,9.5,5
9.6,0.24,0.31,0.6,0.084,46.0,101.0,0.9981,3.24,0.38,9.0,6
8.9,0.51,0.77,5.6,0.038,23.0,169.0,0.9954,3.04,0.86,10.8,7
6.9,0.39,0.25,4.3,0.066,42.0,103.0,0.9995,3.0,0.61,12.9,5
6.6,0.18,0.33,1.4,0.07,51.0,152.0,0.9933,3.41,0.58,11.3,5
8.7,0.17,0.41,9.6,0.039,27.0,191.0,1.0011,2.98,0.4,11.9,7
9.6,0.51,0.14,7.2,0.101,54.0,182.0,0.996,3.33,0.35,10.4,4
8.4,0.52,0.37,1.7,0.064,24.0,104.0,0.987,3.6,0.47,12.4,5
10.1,0.34,0.33,7.6,0.05,39.0,86.0,1.0004,3.06,0.73,11.8,6
6.0,0.73,0.28,1.5,0.013,13.0,171.0,0.9918,2.91,0.36,11.6,6
6.1,0.5,0.49,6.1,0.096,44.0,90.0,0.9953,3.3,0.23,10.0,5
5.7,0.3,0.19,0.7,0.059,52.0,172.0,0.9962,3.43,0.28,8.3,6
7.6,0.26,0.34,6.4,0.059,29.0,48.0,0.9949,3.06,0.23,8.0,4
7.4,0.21,0.53,1.5,0.026,7.0,142.0,0.9944,3.37,0.41,9.2,5
7.0,0.39,0.22,4.6,0.087,31.0,95.0,0.9928,3.42,0.71,13.3,6
8.2,0.29,0.27,1.0,0.016,14.0,22.0,0.9932,3.28,0.23,9.1,5
8.8,0.6,0.67,7.0,0.01,32.0,72.0,0.9983,3.16,0.52,11.8,6
5.3,0.57,0.39,0.6,0.031,45.0,94.0,0.9916,3.35,0.43,11.0,6
6.5,0.44,0.25,1.0,0.068,39.0,224.0,0.9949,3.14,0.5,11.6,6
8.3,0.15,0.44,1.1,0.068,3.0,6.0,0.9968,3.21,0.44,11.0,6
6.5,0.26,0.23,0.6,0.061,24.0,97.0,0.9915,3.16,0.22,8.7,5
6.2,0.54,0.09,7.4,0.05,34.0,96.0,0.9961,3.26,0.46,12.1,6
8.6,0.24,0.53,21.4,0.062,55.0,61.0,0.9978,3.25,0.67,12.2,6
5.6,0.51,0.16,8.1,0.156,28.0,94.0,0.9958,3.22,0.56,11.5,6
6.7,0.44,0.68,10.6,0.065,39.0,107.0,0.9981,3.18,0.48,11.3,5
7.7,0.34,0.25,0.6,0.041,34.0,78.0,0.9946,3.32,0.64,11.1,6
6.5,0.22,0.64,0.7,0.052,20.0,136.0,0.9922,3.1,0.5,10.2,6
8.1,0.38,0.1,4.4,0.049,22.0,205.0,0.9942,3.09,0.4,10.7,4
6.6,0.33,0.49,20.6,0.058,28.0,113.0,0.9906,3.4,0.42,11.1,7
9.1,0.5,0.4,5.8,0.024,53.0,77.0,1.0018,3.37,0.49,9.8,6
7.1,0.19,0.45,2.5,0.084,17.0,109.0,0.9947,3.11,0.74,11.2,6
8.2,0.26,0.48,0.9,0.066,28.0,96.0,0.9891,3.1,0.38,11.9,7
8.1,0.37,0.24,0.9,0.028,19.0,178.0,0.9927,3.11,0.37,10.5,5
6.3,0.47,0.12,2.4,0.092,53.0,89.0,0.9941,2.92,0.66,10.6,5
4.6,0.19,0.31,6.8,0.01,37.0,143.0,0.9909,3.37,0.56,10.0,6
7.6,0.15,0.35,0.6,0.131,54.0,132.0,0.9908,3.28,0.74,10.1,5
7.4,0.41,0.26,10.3,0.122,1.0,122.0,0.9937,3.08,0.76,10.1,7
7.9,0.12,0.35,15.3,0.116,47.0,52.0,0.9963,3.33,0.65,9.1,5
6.8,0.57,0.36,11.9,0.039,14.0,81.0,0.9975,3.36,0.64,9.0,5
6.7,0.31,0.19,13.2,0.064,20.0,105.0,0.998,3.21,0.54,10.8,6
9.7,0.12,0.37,0.6,0.034,27.0,48.0,0.9929,3.29,0.25,11.2,5
5.2,0.29,0.27,20.6,0.071,30.0,60.0,0.987,3.29,0.39,10.4,5
8.2,0.4,0.22,2.5,0.057,30.0,89.0,1.0,3.22,0.42,11.7,6
6.5,0.25,0.44,11.0,0.04,18.0,135.0,0.994,3.22,0.69,10.5,6
6.8,0.34,0.21,1.1,0.04,29.0,195.0,0.9934,3.28,0.8,11.3,6
6.7,0.48,0.24,3.2,0.059,28.0,131.0,0.9984,3.25,0.52,11.0,5
6.1,0.33,0.32,0.6,0.159,1.0,123.0,0.9938,3.15,0.56,10.2,5
8.0,0.18,0.53,0.6,0.102,37.0,120.0,0.9962,3.13,0.44,8.2,6
9.1,0.26,0.36,15.5,0.059,31.0,96.0,0.9954,3.48,0.5,11.3,7
7.8,0.56,0.4,9.0,0.05,34.0,110.0,0.991,3.16,0.47,9.5,6
7.4,0.6,0.28,4.1,0.078,22.0,148.0,0.9914,3.02,0.79,10.1,6
6.0,0.08,0.31,4.0,0.035,31.0,169.0,0.994,3.41,0.77,12.6,6
7.8,0.54,0.3,7.5,0.048,1.0,6.0,0.9947,3.21,0.32,10.9,5
10.1,0.34,0.38,2.3,0.01,22.0,156.0,0.9928,3.21,0.56,10.2,7
6.7,0.48,0.28,7.7,0.059,23.0,99.0,0.9928,3.21,0.49,11.1,6
6.8,0.22,0.53,3.6,0.06,30.0,144.0,0.9945,3.42,0.22,10.6,7
6.4,0.08,0.26,5.5,0.037,30.0,136.0,0.9926,3.06,0.72,9.2,5
6.7,0.4,0.08,18.1,0.072,48.0,108.0,0.9974,3.4,0.91,10.1,7
4.0,0.18,0.73,3.4,0.06,11.0,145.0,0.9956,3.27,0.68,11.4,6
7.8,0.11,0.27,2.9,0.037,43.0,132.0,0.9931,3.37,0.48,10.8,6
6.1,0.12,0.52,12.8,0.085,66.0,114.0,0.9965,3.15,0.72,9.0,6
5.1,0.43,0.53,12.6,0.05,22.0,110.0,0.9987,3.65,0.6,11.1,6
8.3,0.33,0.47,26.4,0.019,44.0,60.0,0.9952,3.2,0.84,10.5,7
5.8,0.46,0.29,4.3,0.01,56.0,117.0,0.9904,3.21,0.58,10.2,6
6.6,0.5,0.34,2.3,0.106,54.0,6.0,0.9994,3.07,0.51,11.1,4
9.0,0.3,0.12,1.5,0.06,25.0,132.0,0.9997,3.2,0.51,11.2,5
5.4,0.32,0.62,0.6,0.059,50.0,158.0,0.9984,3.08,0.49,10.7,6
5.2,0.25,0.19,7.0,0.054,46.0,34.0,0.9966,3.57,0.62,11.4,6
7.6,0.3,0.28,1.4,0.099,52.0,100.0,0.9962,2.93,0.76,10.4,6
8.8,0.15,0.35,5.0,0.061,43.0,196.0,0.9951,2.85,0.38,10.2,7
5.0,0.46,0.29,13.4,0.11,50.0,239.0,0.995,3.13,0.64,8.0,4
7.8,0.51,0.22,16.2,0.061,27.0,110.0,0.9912,3.28,0.99,11.6,6
7.8,0.26,0.51,0.6,0.01,21.0,119.0,0.9913,3.44,0.36,11.1,4
4.6,0.54,0.46,2.1,0.1,1.0,112.0,0.9921,3.24,0.67,12.0,6
8.3,0.35,0.37,9.8,0.067,23.0,124.0,0.9887,3.17,0.52,9.6,6
8.4,0.37,0.26,4.2,0.038,25.0,186.0,0.991,3.22,0.32,10.4,6
6.7,0.09,0.47,8.9,0.047,1.0,116.0,0.9947,3.34,0.26,8.5,5
9.0,0.08,0.26,10.4,0.045,32.0,38.0,0.988,3.03,0.65,11.5,7
8.8,0.33,0.57,3.2,0.013,50.0,130.0,0.9918,3.38,0.35,10.7,7
7.4,0.46,0.34,2.4,0.087,14.0,94.0,0.994,2.92,0.66,10.5,6
6.7,0.23,0.51,3.3,0.04,64.0,52.0,0.9924,3.18,0.55,12.8,6
6.0,0.6,0.3,5.7,0.026,37.0,52.0,0.9937,3.2,0.82,10.8,6
7.1,0.48,0.32,2.5,0.206,45.0,109.0,0.9956,2.99,0.39,12.1,5
8.1,0.16,0.52,8.1,0.016,30.0,151.0,0.9976,3.23,0.39,11.4,7
6.9,0.31,0.66,12.7,0.053,15.0,148.0,0.9925,3.15,0.72,11.3,7
4.5,0.7,0.57,1.8,0.01,41.0,184.0,0.9938,3.26,0.5,9.1,7
8.8,0.17,0.44,18.1,0.1,44.0,73.0,0.9881,3.27,0.66,9.3,5
7.5,0.42,0.41,5.3,0.046,28.0,95.0,0.9965,3.28,0.73,9.2,6
6.6,0.31,0.24,11.4,0.085,35.0,152.0,0.9921,3.14,0.75,10.6,5
8.4,0.45,0.37,0.6,0.023,30.0,156.0,0.9957,3.24,0.34,8.0,6
9.2,0.54,0.18,1.6,0.01,19.0,86.0,0.9938,3.41,0.48,13.0,6
4.0,0.33,0.36,2.1,0.03,35.0,77.0,1.0014,3.35,0.25,10.3,4
7.7,0.54,0.38,1.9,0.103,18.0,142.0,1.0002,3.27,0.72,8.7,5
5.4,0.69,0.03,1.0,0.076,44.0,165.0,0.9966,3.07,0.51,10.2,6
7.9,0.35,0.33,10.9,0.01,72.0,102.0,0.996,2.81,0.22,12.3,6
7.3,0.49,0.37,2.9,0.01,50.0,142.0,0.9955,2.9,0.7,10.2,5
8.1,0.24,0.31,17.8,0.045,27.0,116.0,0.9933,3.32,0.67,9.8,6
6.6,0.34,0.38,4.7,0.094,37.0,79.0,0.9924,3.09,0.38,11.0,6
4.8,0.31,0.12,0.8,0.029,51.0,157.0,0.9919,3.02,0.5,10.4,6
6.6,0.49,0.2,4.3,0.094,28.0,103.0,0.9928,3.12,0.62,10.6,5
7.9,0.5,0.49,27.2,0.06,41.0,30.0,0.996,3.2,0.7,10.3,7
8.7,0.29,0.33,4.5,0.117,44.0,79.0,0.994,3.23,0.45,10.9,7
5.6,0.61,0.36,0.6,0.032,35.0,6.0,0.9886,3.1,0.67,10.6,5
8.5,0.61,0.23,14.6,0.054,33.0,268.0,1.0024,3.37,0.49,11.0,5
6.4,0.47,0.32,1.4,0.033,49.0,189.0,0.9942,3.19,0.59,11.7,6
7.7,0.25,0.0,6.3,0.09,61.0,41.0,1.0011,3.18,0.58,9.2,6
6.6,0.24,0.45,3.9,0.077,29.0,82.0,0.9935,3.07,0.26,9.3,6
7.5,0.2,0.59,2.1,0.01,53.0,128.0,0.994,3.53,0.42,9.5,6
8.2,0.55,0.14,1.8,0.08,3.0,206.0,0.9975,3.19,0.33,12.5,4
5.7,0.11,0.19,14.3,0.01,40.0,157.0,0.9938,3.31,0.42,9.5,7
6.4,0.44,0.39,13.1,0.024,1.0,128.0,0.9959,3.25,0.58,11.3,6
7.4,0.19,0.53,3.9,0.082,16.0,82.0,0.9937,3.42,0.4,9.3,5
10.4,0.47,0.32,1.6,0.012,12.0,143.0,0.9933,3.08,0.58,10.4,6
6.1,0.34,0.14,0.6,0.043,60.0,140.0,0.9993,3.3,0.37,10.6,6
9.7,0.61,0.27,0.9,0.083,25.0,118.0,0.9911,3.17,0.46,8.0,4
9.9,0.49,0.18,4.0,0.071,30.0,111.0,0.9932,3.25,0.76,12.5,7
7.1,0.56,0.22,2.0,0.068,27.0,90.0,1.0002,3.16,0.41,11.4,6
6.9,0.57,0.28,0.6,0.084,5.0,188.0,0.9937,3.53,0.65,10.9,6
6.4,0.33,0.19,3.3,0.102,36.0,20.0,0.9903,3.2,0.32,11.9,7
7.0,0.18,0.2,7.4,0.013,31.0,133.0,0.9965,2.97,0.65,8.8,5
5.4,0.17,0.33,12.0,0.068,16.0,117.0,0.9946,3.2,0.4,9.2,6
7.1,0.08,0.35,4.8,0.09,55.0,6.0,0.996,3.24,0.42,10.5,6
9.3,0.13,0.12,6.9,0.083,55.0,94.0,0.9949,3.24,0.7,11.4,7
